yyyymmdd,CS,TYW,TC100,TC200,TC300,TC500,TC1000,NWPTY,FT,NE,SNE,SWF,SSWF,DS,AQIN,AQIC,AQIS,week-synoptic
19901023,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901024,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0
19901025,0,0,0,0,0,0,0,1,1,1,1,0,0,9,9,9,9,0
19901026,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19901027,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19901028,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19901029,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19901030,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19901031,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19901101,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19901102,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19901103,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19901104,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19901105,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901106,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901107,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901108,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901109,0,0,0,0,0,0,0,1,1,1,1,0,0,9,9,9,9,0
19901110,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901111,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901112,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901113,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901114,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901115,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901116,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901117,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901118,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901119,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901120,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901121,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901122,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901123,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901124,0,0,0,0,0,0,0,1,0,1,0,0,0,9,9,9,9,0
19901125,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901126,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901127,0,0,0,0,0,0,1,1,0,1,1,0,0,9,9,9,9,0
19901128,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19901129,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19901130,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901201,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901202,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901203,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901204,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19901205,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19901206,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19901207,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19901208,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19901209,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19901210,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19901211,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19901212,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19901213,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901214,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901215,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901216,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901217,0,0,0,0,0,0,0,1,0,1,0,0,0,9,9,9,9,0
19901218,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901219,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901220,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0
19901221,0,0,0,0,0,0,0,1,0,1,0,0,0,9,9,9,9,0
19901222,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901223,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19901224,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19901225,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19901226,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19901227,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19901228,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19901229,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19901230,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19901231,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910101,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,9,0
19910102,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19910103,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19910104,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910105,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910106,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910107,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910108,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910109,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910110,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910111,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910112,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910113,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910114,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910115,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910116,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19910117,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910118,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910119,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910120,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910121,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910122,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910123,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910124,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910125,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910126,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910127,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910128,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910129,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910130,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910131,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910201,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910202,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910203,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19910204,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910205,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910206,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910207,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910208,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910209,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910210,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19910211,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910212,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910213,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910214,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910215,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910216,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910217,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910218,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910219,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910220,1,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910221,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910222,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19910223,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910224,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910225,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910226,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910227,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910228,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910301,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910302,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910303,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0
19910304,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0
19910305,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910306,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910307,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910308,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910309,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0
19910310,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910311,0,0,0,0,0,0,0,1,0,1,0,0,0,9,9,9,9,0
19910312,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19910313,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19910314,0,0,0,0,0,0,0,1,1,1,1,0,0,9,9,9,9,0
19910315,0,0,0,0,0,0,0,1,1,1,1,0,0,9,9,9,9,0
19910316,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19910317,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910318,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0
19910319,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910320,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910321,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910322,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0
19910323,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,9,0
19910324,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910325,0,0,0,0,0,0,0,1,0,1,0,0,0,9,9,9,9,0
19910326,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910327,0,0,0,0,0,0,0,1,1,1,1,0,0,9,9,9,9,0
19910328,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910329,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910330,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910331,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910401,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910402,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,9,0
19910403,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910404,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910405,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910406,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910407,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,9,0
19910408,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910409,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910410,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910411,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910412,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910413,0,0,0,0,0,0,0,0,1,1,0,0,0,9,9,9,9,0
19910414,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910415,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910416,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910417,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910418,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,9,0
19910419,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910420,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19910421,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910422,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,9,9,0
19910423,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910424,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910425,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910426,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910427,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910428,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910429,0,0,0,0,0,0,0,0,1,1,1,0,0,9,9,9,9,0
19910430,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910501,0,0,0,0,0,0,0,0,1,1,1,1,1,9,9,9,9,0
19910502,0,0,0,0,0,0,0,0,0,1,1,1,0,9,9,9,9,0
19910503,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910504,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,9,9,0
19910505,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910506,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910507,0,0,0,0,0,0,0,1,1,0,0,1,0,9,9,9,9,0
19910508,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,9,0
19910509,0,0,0,0,0,0,0,1,1,1,0,0,0,9,9,9,9,0
19910510,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910511,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910512,0,0,0,0,0,0,0,1,0,1,0,0,0,9,9,9,9,0
19910513,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910514,0,0,0,0,0,1,1,1,1,0,0,0,0,9,9,9,9,0
19910515,0,0,0,0,0,1,1,1,0,1,0,0,0,9,9,9,9,0
19910516,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910517,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910518,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,9,9,0
19910519,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,9,9,0
19910520,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910521,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910522,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910523,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910524,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910525,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910526,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910527,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910528,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910529,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910530,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910531,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910601,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910602,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910603,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910604,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910605,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910606,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910607,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,9,9,0
19910608,0,0,0,0,0,0,0,0,1,0,0,1,1,9,9,9,9,0
19910609,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910610,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910611,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910612,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910613,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910614,0,0,0,0,0,0,1,1,0,0,0,1,0,9,9,9,9,0
19910615,0,0,0,0,0,0,1,1,0,0,0,1,0,9,9,9,9,0
19910616,0,0,1,1,1,1,1,1,0,0,0,1,0,9,9,9,9,0
19910617,0,0,1,1,1,1,1,1,0,0,0,1,1,9,9,9,9,0
19910618,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910619,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910620,0,0,0,0,0,0,0,0,1,0,0,1,1,9,9,9,9,0
19910621,0,0,0,0,0,0,0,0,1,0,0,1,1,9,9,9,9,0
19910622,0,0,0,0,0,0,0,0,1,1,1,1,1,9,9,9,9,0
19910623,0,0,0,0,0,0,0,0,1,1,0,1,1,9,9,9,9,0
19910624,0,0,0,0,0,0,0,0,1,0,0,1,1,9,9,9,9,0
19910625,0,0,0,0,0,0,0,0,1,0,0,1,1,9,9,9,9,0
19910626,0,0,0,0,0,0,0,0,1,0,0,1,1,9,9,9,9,0
19910627,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,9,9,0
19910628,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910629,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910630,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910701,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910702,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910703,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910704,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910705,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910706,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910707,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910708,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910709,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910710,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910711,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910712,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910713,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910714,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910715,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910716,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,9,9,0
19910717,0,1,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910718,0,1,1,1,1,1,1,1,0,0,0,0,0,9,9,9,9,0
19910719,0,1,0,1,1,1,1,1,0,0,0,1,1,9,9,9,9,0
19910720,0,0,0,0,0,0,1,1,0,0,0,1,1,9,9,9,9,0
19910721,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910722,0,1,0,0,1,1,1,1,0,0,0,0,0,9,9,9,9,0
19910723,0,1,0,0,0,1,1,1,0,0,0,1,1,9,9,9,9,0
19910724,0,0,0,0,0,0,1,1,0,0,0,1,1,9,9,9,9,0
19910725,0,0,0,0,0,0,1,1,0,0,0,1,1,9,9,9,9,0
19910726,0,0,0,0,0,1,1,1,0,0,0,1,1,9,9,9,9,0
19910727,0,0,0,0,0,1,1,1,0,0,0,1,1,9,9,9,9,0
19910728,0,0,0,0,0,0,1,1,0,0,0,1,1,9,9,9,9,0
19910729,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910730,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910731,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910801,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,9,9,0
19910802,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910803,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910804,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910805,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,1
19910806,0,0,0,0,0,0,0,0,0,0,0,1,0,9,9,9,9,0
19910807,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910808,0,0,0,0,0,0,0,1,0,0,0,1,1,9,9,9,9,0
19910809,0,0,0,0,0,0,0,1,1,0,0,1,1,9,9,9,9,0
19910810,0,0,0,0,0,0,1,1,1,0,0,1,0,9,9,9,9,0
19910811,0,0,0,0,0,0,1,1,1,0,0,1,0,9,9,9,9,0
19910812,0,0,0,0,0,1,1,1,0,0,0,1,0,9,9,9,9,0
19910813,0,0,0,0,0,1,1,1,0,0,0,1,0,9,9,9,9,0
19910814,0,0,0,0,0,1,1,1,0,0,0,1,0,9,9,9,9,0
19910815,0,1,0,0,0,0,1,1,0,1,0,1,1,9,9,9,9,0
19910816,0,1,0,0,1,1,1,1,0,1,0,1,1,9,9,9,9,0
19910817,0,1,1,1,1,1,1,1,0,1,1,0,0,9,9,9,9,0
19910818,0,1,1,1,1,1,1,1,0,0,0,1,0,9,9,9,9,0
19910819,0,0,0,1,1,1,1,1,0,1,0,1,0,9,9,9,9,0
19910820,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910821,0,0,0,0,0,0,1,1,0,0,0,1,0,9,9,9,9,0
19910822,0,0,0,0,0,0,1,1,0,0,0,1,0,9,9,9,9,0
19910823,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,9,9,0
19910824,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,9,9,0
19910825,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,9,9,0
19910826,0,0,0,0,0,0,0,1,0,1,0,0,0,9,9,9,9,0
19910827,0,0,0,0,0,0,0,1,0,1,1,0,0,9,9,9,9,0
19910828,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910829,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910830,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,9,9,0
19910831,0,0,0,0,0,0,0,1,0,0,0,1,0,9,9,9,9,0
19910901,0,0,0,0,0,1,1,1,0,0,0,0,0,9,9,9,9,0
19910902,0,0,0,0,0,1,1,1,0,0,0,0,0,9,9,9,9,0
19910903,0,0,0,0,0,1,1,1,0,0,0,0,0,9,9,9,9,0
19910904,0,0,0,0,0,1,1,1,0,0,0,1,1,9,9,9,9,0
19910905,0,0,0,0,0,0,1,1,0,0,0,1,1,9,9,9,9,0
19910906,0,0,0,0,0,1,1,1,0,0,0,1,1,9,9,9,9,0
19910907,0,0,0,0,0,0,1,1,0,0,0,1,1,9,9,9,9,0
19910908,0,0,0,0,0,0,1,1,0,0,0,1,1,9,9,9,9,0
19910909,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910910,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910911,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,1
19910912,0,0,0,0,0,0,1,1,0,1,1,0,0,9,9,9,9,0
19910913,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19910914,0,0,0,0,0,0,1,1,0,1,1,0,0,9,9,9,9,0
19910915,0,0,0,0,1,1,1,1,0,1,1,0,0,9,9,9,9,0
19910916,0,0,0,1,1,1,1,1,0,1,1,0,0,9,9,9,9,0
19910917,0,0,0,0,1,1,1,1,0,1,1,0,0,9,9,9,9,0
19910918,0,0,0,0,1,1,1,1,0,1,1,0,0,9,9,9,9,0
19910919,0,0,0,1,1,1,1,1,0,1,0,0,0,9,9,9,9,0
19910920,0,0,0,0,1,1,1,1,0,1,1,0,0,9,9,9,9,0
19910921,0,0,0,0,0,1,1,1,0,1,1,0,0,9,9,9,9,0
19910922,0,1,1,1,1,1,1,1,0,1,1,0,0,9,9,9,9,0
19910923,0,1,1,1,1,1,1,1,0,0,0,0,0,9,9,9,9,0
19910924,0,1,0,1,1,1,1,1,0,1,0,0,0,9,9,9,9,0
19910925,0,1,0,0,0,1,1,1,0,1,1,0,0,9,9,9,9,0
19910926,0,1,0,0,0,1,1,1,0,0,0,0,0,9,9,9,9,0
19910927,0,0,0,0,0,0,1,1,0,1,0,0,0,9,9,9,9,0
19910928,0,0,0,0,0,0,1,1,0,1,1,0,0,9,9,9,9,0
19910929,0,0,0,0,0,0,1,1,0,1,1,0,0,9,9,9,9,0
19910930,0,1,0,0,1,1,1,1,0,1,1,1,0,9,9,9,9,0
19911001,0,1,0,0,1,1,1,1,0,0,0,0,0,9,9,9,9,0
19911002,0,0,0,0,0,1,1,1,0,0,0,0,0,9,9,9,9,0
19911003,0,0,0,0,0,0,1,1,0,0,0,0,0,9,9,9,9,0
19911004,0,0,0,0,0,0,0,1,1,1,1,0,0,9,9,9,9,0
